 SRR11617503	SRR11617504	SRR11617505	SRR11617506	SRR11617507	SRR11617508	SRR11617513	SRR11617514	SRR11617519	SRR11617520	SRR11617523	SRR11617524	SRR11617526	SRR11617527	SRR11617528
scig1.0033070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0067238	6	0	6	0	1	1	0	0	0	0	0	0	0	0	34
scig1.0007209	7	1	0	2	0	3	2	1	5	2	1	2	1	0	3
scig1.0015700	19	20	22	20	1	11	10	5	50	37	16	18	13	29	35
scig1.0015505	6	1	6	3	1	6	0	3	2	0	5	2	0	3	7
scig1.0003838	0	0	0	0	0	0	0	0	4	0	0	0	2	0	3
scig1.0032889	1052	391	502	505	484	461	227	378	350	581	376	448	355	680	638
scig1.0063198	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
scig1.0027855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0040563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0005345	2814	679	1271	618	687	682	1150	355	1091	1301	865	710	691	972	1909
scig1.0002187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0074938	28	5	12	13	3	0	51	10	28	59	21	13	30	38	22
scig1.0045913	1087	247	421	151	519	486	349	316	361	335	568	467	526	533	637
scig1.0074079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0063217	0	0	0	0	0	0	0	0	0	0	2	1	4	0	3
scig1.0026094	403	137	181	117	187	126	146	136	122	136	180	191	145	226	71
scig1.0011675	144	35	58	23	61	82	44	46	62	48	71	58	36	70	92
scig1.0043746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0072325	0	0	2	0	0	1	1	2	0	0	0	2	0	2	1
scig1.0044174	859	339	318	282	366	423	215	266	664	522	1320	1205	1185	1417	454
scig1.0007218	2	3	3	4	7	0	7	0	2	3	1	3	9	6	11
scig1.0022698	5	1	1	1	8	0	2	1	0	0	0	0	0	0	6
scig1.0071141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0060649	57	22	8	17	25	9	19	6	33	15	48	25	15	11	21
scig1.0036974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0028396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0003786	3085	642	1439	637	548	455	362	1429	3148	2089	1459	890	1074	2901	27608
scig1.0050205	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0
scig1.0048066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034542	151	198	65	92	303	204	391	242	435	348	303	463	309	525	99
scig1.0000601	0	0	0	0	0	0	0	0	1	1	1	6	6	2	0
scig1.0007110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0032303	113	23	43	27	48	24	30	13	30	47	32	24	37	49	21
scig1.0002197	4	0	2	4	0	2	0	2	0	1	3	6	0	1	1
scig1.0029894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0068249	738	250	243	157	386	244	150	159	254	225	318	235	319	399	296
scig1.0079485	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0
scig1.0069940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0004289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0007371	6	3	4	1	8	6	1	3	7	6	9	22	18	33	1
scig1.0001749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0030353	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
scig1.0040493	70	20	19	3	10	4	4	3	2	5	0	0	0	0	117
scig1.0005727	60	26	6	9	20	7	7	19	53	13	11	8	9	11	20
scig1.0007228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017084	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0012436	1064	439	424	262	510	458	350	363	356	425	511	385	295	561	427
scig1.0028432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075488	405	472	128	175	1020	548	556	454	1029	1211	1330	1055	1499	1162	96
scig1.0064587	2	1	4	0	2	8	12	0	1	24	46	33	5	99	19
scig1.0032439	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
scig1.0021206	18	0	12	7	0	0	9	3	0	2	8	0	1	22	5
scig1.0015475	931	306	454	273	570	488	481	364	599	623	721	685	511	791	624
scig1.0010763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0003844	296	49	86	18	56	34	25	20	43	22	46	37	43	53	53
scig1.0032828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016477	1506	362	571	229	540	473	345	256	408	400	547	598	379	495	872
scig1.0080425	1190	377	192	130	604	472	197	356	392	264	670	432	392	722	153
scig1.0005940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0007259	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
scig1.0055697	3	0	0	0	1	0	0	2	0	1	1	0	1	0	0
scig1.0018416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0006558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009053	8	1	5	0	7	6	8	5	13	4	2	9	1	1	23
scig1.0006418	17	5	80	61	15	18	223	17	11	227	21	14	8	21	97
scig1.0063667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015232	3415	1237	1812	1241	1744	1296	1313	1217	2196	2529	1849	1831	1570	1825	1888
scig1.0002047	283	93	56	39	182	113	129	85	236	183	273	219	230	263	62
scig1.0077142	8	9	1	0	6	9	11	6	45	37	178	210	25	28	17
scig1.0035617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0032779	278	92	31	18	27	55	1	13	6	5	4	2	0	2	29
scig1.0009289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0023836	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
scig1.0041024	12	4	4	0	1	0	2	3	8	2	6	10	5	20	2
scig1.0015600	705	258	309	242	582	493	322	257	414	439	595	636	604	721	369
scig1.0063301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0002763	3078	1406	1191	902	2740	2061	1615	1781	2268	2117	2951	2968	3989	5220	912
scig1.0012365	2	0	0	0	2	0	0	0	0	0	1	0	0	1	0
scig1.0035584	138	10	71	13	119	18	41	36	20	15	42	44	18	47	333
scig1.0059010	3	0	3	1	0	2	0	1	2	0	0	0	0	0	8
scig1.0075228	5	1	0	0	14	9	2	3	2	4	13	16	11	6	6
scig1.0012137	18600	6396	9060	5103	10174	11590	4144	6309	7367	5247	9602	8641	8517	10965	4497
scig1.0070526	432	118	347	107	324	312	87	141	129	154	201	131	139	230	87
scig1.0043313	7	0	11	0	0	1	1	2	0	1	0	0	5	1	0
scig1.0059249	2	0	1	1	6	3	1	0	1	1	2	2	0	2	0
scig1.0075162	10	4	4	0	6	2	0	7	3	0	3	2	2	10	25
scig1.0022985	0	1	0	0	1	2	0	0	3	0	0	0	0	1	2
scig1.0046298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042017	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0
scig1.0012763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042252	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
scig1.0015690	2	1	2	0	1	0	1	0	0	0	0	0	0	5	2
scig1.0003032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076530	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
scig1.0049328	26	10	17	5	23	27	13	19	38	22	34	24	31	27	91
scig1.0025012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0007711	879	195	305	105	239	234	95	121	111	109	221	169	133	234	212
scig1.0043093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0029710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045181	2	0	0	0	7	1	1	0	0	0	2	0	1	0	2
scig1.0077578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
scig1.0032297	224	188	65	69	298	194	516	180	843	847	1196	1013	1390	1507	171
scig1.0015743	114	27	19	6	0	0	0	0	0	0	0	0	0	3	22
scig1.0057198	3	2	0	1	1	4	2	0	0	1	1	2	1	0	29
scig1.0001370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0065076	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1
scig1.0057067	15	5	5	5	8	12	5	18	12	14	24	14	10	23	21
scig1.0007353	460	211	302	279	664	565	616	495	564	829	811	862	612	932	702
scig1.0079258	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0035425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0040800	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0007334	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034076	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0
scig1.0013215	265	45	62	27	40	57	31	26	41	50	56	45	43	63	48
scig1.0039544	61	7	28	11	23	19	11	19	28	21	15	22	20	44	41
scig1.0021547	433	133	426	170	336	300	381	132	227	430	537	535	595	803	938
scig1.0002387	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011020	0	0	0	0	1	0	0	0	0	0	0	0	0	1	5
scig1.0027884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0081047	622	240	222	151	601	387	265	265	440	404	510	358	468	689	221
scig1.0070222	217	97	121	68	157	85	60	43	143	78	115	87	92	148	195
scig1.0009408	13	2	6	5	9	0	7	0	0	0	0	0	0	0	116
scig1.0072118	166	65	58	31	56	35	27	36	55	46	63	51	50	76	76
scig1.0034829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.9001952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0007358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0026403	864	381	572	439	1188	1035	1268	1026	966	1376	1197	1086	886	1015	2328
scig1.0062408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0023506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0070477	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0031393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0021110	40	15	1	1	0	1	0	0	0	0	0	0	7	8	20
scig1.0069861	30	6	7	4	13	1	4	4	0	0	0	2	0	0	32
scig1.0038453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0025596	8	0	9	3	5	4	3	2	1	1	0	2	0	0	35
scig1.0043456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0006917	420	161	133	122	312	172	129	110	134	187	244	219	185	230	152
scig1.0058571	167	99	29	23	18	27	7	10	0	1	1	3	0	0	11
scig1.0042745	1295	557	470	282	605	524	512	419	627	746	872	894	800	1229	526
scig1.0067286	864	180	385	106	194	195	122	103	285	186	220	202	197	291	210
scig1.0026255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0064479	985	971	404	1009	1440	1853	2164	1353	4149	4035	3867	4003	4973	4309	266
scig1.0007369	25	11	14	4	20	10	5	3	4	10	13	9	18	14	6
scig1.0062091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056798	427	244	178	106	300	236	149	250	161	189	337	280	215	249	159
scig1.0007379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0005814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057153	32	6	4	8	3	5	3	4	5	7	9	7	7	18	2
scig1.0039031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0003707	0	0	4	0	20	3	0	6	0	1	0	0	0	0	2
scig1.0007413	81	49	45	33	153	119	78	107	109	63	129	111	149	229	27
scig1.9000422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0064900	0	0	0	0	0	0	0	3	1	2	1	0	0	0	5
scig1.0054147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.9001581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0021674	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
scig1.0075855	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.9001546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0013540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0007316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051932	1003	538	490	518	2373	1984	1628	2413	1586	1705	4317	4289	3302	4813	612
scig1.0020726	119	45	47	25	106	80	97	80	149	184	177	145	171	153	76
scig1.0007418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0032047	1037	392	372	236	658	649	487	458	431	503	672	681	560	622	916
scig1.0035097	7101	2251	3114	1342	1997	1963	900	1007	1586	1204	1785	1392	1684	2361	1277
scig1.0023801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0055900	5	1	1	2	3	0	2	1	0	1	0	0	2	0	0
scig1.0079724	41	55	7	10	71	76	22	32	24	10	22	16	15	17	10
scig1.0032533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056919	1843	469	771	346	691	663	302	358	505	416	591	485	517	630	629
scig1.0009112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0006020	5	0	6	0	2	1	1	0	4	1	0	3	1	1	5
scig1.0027669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0062571	634	192	156	89	191	209	78	126	147	106	158	159	174	153	87
scig1.0056080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057759	731	457	250	168	4	14	2	0	0	23	4	0	0	1	98
scig1.0068147	447	289	39	164	220	187	277	138	746	565	156	199	1957	2717	39
scig1.0031212	2	2	1	0	3	0	1	7	2	3	3	2	0	4	4
scig1.0012573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0007471	1029	336	349	206	450	307	340	319	389	537	473	406	328	553	610
scig1.0008758	19529	4355	4036	2963	3537	3683	640	2951	3120	2497	680	624	1409	1808	11217
scig1.0079168	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
scig1.0020498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0007474	6	2	3	4	44	11	10	18	8	5	11	20	21	47	14
scig1.0072162	408837	167178	150224	128055	110834	152484	60738	97576	61373	61298	135481	128645	67358	147156	42134
scig1.0068527	250	16	25	9	68	7	15	41	7	14	1	2	2	0	273
scig1.0023434	6	7	5	5	4	14	3	5	6	9	13	5	1	14	12
scig1.0006754	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
scig1.0068071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0058889	4	1	1	0	3	0	2	0	0	0	0	0	2	4	0
scig1.0050800	1385	800	815	688	1414	1072	1123	899	1027	1255	1333	1459	1166	1776	717
scig1.0017970	583	161	218	102	137	115	94	89	103	124	108	102	78	142	145
scig1.0008682	90	36	39	32	21	11	15	20	79	48	15	6	121	118	119
scig1.0032791	3	0	3	0	0	0	2	0	4	0	0	0	0	0	1
scig1.0058040	9	1	8	2	1	1	0	10	4	17	15	7	7	1	14
scig1.0069212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0001289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0026135	20	1	10	4	30	26	6	14	11	18	30	37	14	29	6
scig1.0007491	4	0	0	0	0	0	0	0	0	2	0	1	4	6	0
scig1.0056275	1209	301	613	269	212	202	247	251	439	457	344	330	325	415	621
scig1.0027213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017443	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
scig1.0033711	5155	2773	1527	2170	2559	2555	2640	2189	5422	3193	3425	4247	5161	6454	1997
scig1.0066518	0	0	1	0	0	4	0	0	1	0	1	0	5	1	0
scig1.0007501	109	37	33	36	60	85	35	39	63	51	93	45	59	111	47
scig1.0019793	25	58	6	20	37	40	52	29	105	90	83	92	120	140	14
scig1.0027842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056107	2070	421	860	258	710	837	372	417	598	511	711	636	694	878	418
scig1.0074732	54	9	3	1	18	25	20	18	232	31	249	140	305	303	0
scig1.0005406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0061913	70	33	15	34	36	51	32	40	45	49	34	50	43	42	26
scig1.0008302	282	63	123	53	176	100	78	79	56	46	94	74	76	104	191
scig1.0025777	3	0	1	0	6	0	5	2	3	2	6	2	6	0	6
scig1.0010128	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.9001350	0	1	0	1	2	0	0	0	0	2	0	0	6	4	1
scig1.0073695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0038655	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
scig1.0040274	160	32	102	29	91	34	50	50	32	51	43	51	35	47	150
scig1.0063394	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0
scig1.0007506	110	96	94	123	308	221	262	217	318	438	406	425	419	599	107
scig1.0048898	4	0	1	0	1	2	0	1	1	1	4	2	5	5	1
scig1.0078213	188	64	103	58	84	69	39	42	75	74	65	74	73	112	49
scig1.0033947	390	155	274	182	328	280	354	277	308	491	214	226	352	438	1138
scig1.0002138	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2
scig1.0042248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0031864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0021008	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
scig1.0009220	10	2	6	1	5	4	4	6	3	5	6	6	3	2	2
scig1.0005992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0025599	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
scig1.0014341	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
scig1.0065957	2058	795	997	558	1354	1016	1038	813	1027	1050	1338	1207	1255	1542	1003
scig1.0030852	0	0	0	1	0	0	3	0	0	4	0	0	0	0	0
scig1.0026963	493	92	116	56	263	181	160	122	174	151	258	162	169	205	109
scig1.0015566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0031072	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0034984	3	0	2	0	0	0	1	0	0	0	3	0	1	1	2
scig1.0010574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0079210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0052895	90	25	50	47	14	28	53	7	52	84	60	72	45	108	23
scig1.0035362	307	92	199	104	129	149	102	81	143	149	165	165	137	179	214
scig1.0063545	322	125	160	158	189	170	93	113	77	113	156	146	142	349	259
scig1.0030581	42	24	3	3	312	166	9	411	29	20	0	9	23	24	81
scig1.0019133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0080229	6	2	0	2	2	11	1	0	3	6	6	4	7	5	2
scig1.0028087	611	256	229	133	307	242	155	155	295	242	402	300	349	667	107
scig1.0044893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044433	0	0	1	0	0	0	0	0	0	0	2	0	2	1	0
scig1.0019370	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0033034	7	3	2	2	8	7	11	0	7	1	2	7	0	4	4
scig1.0066096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034941	7	2	0	0	0	0	0	0	1	0	0	0	0	1	1
scig1.0015252	61	27	30	21	16	4	27	7	32	174	177	170	58	447	172
scig1.0080905	3139	770	1633	657	1432	1639	822	940	1372	997	1857	1513	1051	1547	1628
scig1.0000145	59	53	16	11	4	28	3	2	0	3	2	5	1	1	24
scig1.0016068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
scig1.0007550	28	8	23	8	8	17	8	10	16	10	22	22	34	32	13
scig1.0007572	995	668	728	773	1792	1655	1453	1002	1088	2017	1202	1372	1590	1452	1528
scig1.0011324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050778	298	58	187	66	280	473	122	219	156	454	309	267	375	549	2385
scig1.0025396	2	0	0	0	6	0	0	2	13	11	12	17	12	7	0
scig1.0011719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0052265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039344	1	0	0	0	2	0	0	0	0	0	4	1	4	1	1
scig1.0055842	21	8	4	2	17	12	3	8	6	3	9	6	19	12	11
scig1.0013730	411	128	169	79	229	208	120	151	234	147	231	204	185	224	192
scig1.0007573	767	211	239	97	254	253	143	178	183	159	292	226	237	302	133
scig1.0050172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020332	318	121	197	92	189	171	96	86	160	179	208	158	282	317	104
scig1.0037632	206	79	43	21	42	76	22	23	36	42	53	59	44	47	53
scig1.0042525	18	1	8	0	7	8	0	0	1	2	4	2	4	9	11
scig1.0046766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0031924	356	331	265	244	405	291	158	197	228	127	172	136	261	448	66
scig1.0004305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047698	1	0	0	1	1	0	1	0	1	2	2	0	0	1	5
scig1.0020359	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0077484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0062428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0007125	3	1	0	0	0	6	1	0	3	6	10	4	4	4	1
scig1.0007594	713	398	345	316	613	485	507	466	603	733	752	747	899	1212	342
scig1.0007606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0024714	21	14	31	23	27	21	32	10	25	45	26	42	13	32	31
scig1.0052310	1	0	1	0	0	0	0	0	0	0	0	0	0	1	2
scig1.0055882	150	19	77	34	84	71	45	34	58	74	71	64	66	102	35
scig1.0019637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
scig1.0014010	991	418	442	301	657	587	525	478	609	710	792	744	667	839	372
scig1.0050621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0027264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0038121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059795	2028	601	649	360	622	695	445	335	779	549	684	599	564	772	510
scig1.0026867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0007615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073959	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0014525	1266	262	310	161	548	462	349	443	468	402	846	594	607	780	247
scig1.0007621	3	3	1	0	2	10	10	11	10	10	30	19	41	32	0
scig1.0082043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0040469	7	3	2	0	34	24	2	14	0	1	0	0	0	0	18
scig1.0024088	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
scig1.0068815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0026564	3	0	0	1	1	1	1	0	1	5	3	0	2	9	0
scig1.0073425	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0
scig1.0049381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0028137	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0
scig1.0032136	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2
scig1.0002225	9	3	3	4	35	3	20	18	44	33	49	54	37	34	4
scig1.0033024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019773	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2
scig1.0057934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0038811	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
scig1.0040712	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0060846	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
scig1.0007622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0081568	1549	550	183	105	24	133	27	6	32	9	3	3	0	2	69
scig1.0047300	1008	373	409	257	160	184	268	110	242	330	256	250	483	561	230
scig1.0064721	9	6	2	0	4	1	0	0	0	23	1	0	1	7	14
scig1.0052910	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0081720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.9001512	150	140	59	91	69	97	83	64	100	118	116	109	74	88	106
scig1.0038953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0001952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0002322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0070306	1	0	1	0	1	0	4	0	0	3	0	1	0	0	5
scig1.0003908	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
scig1.0078005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046867	0	0	1	0	24	10	0	4	0	0	0	0	0	0	0
scig1.9000513	0	0	9	8	0	0	1	0	3	9	0	0	1	20	0
scig1.0012711	27	4	59	28	43	57	40	33	45	63	85	30	22	141	141
scig1.0079293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0021441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0029815	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
scig1.0028420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034613	877	233	340	172	294	298	139	167	236	239	242	235	271	310	210
scig1.0052944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015072	0	0	0	0	2	1	1	0	0	1	1	2	0	1	3
scig1.0078224	183	52	82	49	54	62	30	38	34	38	64	40	40	75	56
scig1.0000917	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2
scig1.0031546	4	4	1	0	1	1	0	3	1	3	1	4	1	5	0
scig1.0016125	12	22	6	10	21	25	27	32	25	24	35	22	76	89	7
scig1.0061462	0	0	1	0	2	2	1	3	0	0	1	0	2	5	4
scig1.0079522	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0025927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0061659	472	325	185	192	410	375	241	221	556	447	523	567	644	781	96
scig1.0030397	14	6	6	1	13	11	4	11	11	7	20	13	12	25	26
scig1.0002955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0012560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017746	241	80	91	43	111	133	57	49	77	65	109	59	117	131	87
scig1.0066632	0	0	0	0	0	1	0	0	1	2	3	0	3	1	0
scig1.0025552	46	18	10	12	25	4	29	15	68	70	39	63	65	70	18
scig1.0044287	13	2	2	1	5	4	13	2	56	48	53	24	42	3	5
