 SRR11617503	SRR11617504	SRR11617505	SRR11617506	SRR11617507	SRR11617508	SRR11617513	SRR11617514	SRR11617519	SRR11617520	SRR11617523	SRR11617524	SRR11617526	SRR11617527	SRR11617528
scig1.0000439	542	246	213	239	340	298	263	189	363	355	386	258	288	488	106
scig1.0008862	0	0	0	0	4	1	0	2	2	0	0	0	0	0	0
scig1.0013749	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
scig1.0061802	926	376	476	390	820	562	960	528	791	1291	1429	1483	1530	1299	832
scig1.0051786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019872	5	0	0	0	0	0	1	3	1	0	1	2	0	0	0
scig1.0006554	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
scig1.0030052	172	27	107	27	121	119	9	62	28	7	27	22	42	33	235
scig1.0006580	77	67	41	49	70	60	146	42	257	449	376	357	491	329	14
scig1.0051450	538	116	240	63	87	135	37	68	118	53	98	98	68	117	96
scig1.0027491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0054577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0007390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059561	116	64	23	14	7	35	10	3	1	10	0	1	0	2	7
scig1.0003423	551	269	212	225	160	135	55	87	151	145	102	135	107	184	179
scig1.0025726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0055118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0073174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0037091	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0038145	99	11	13	2	42	32	4	5	31	5	10	15	45	17	38
scig1.0008800	1	0	1	0	0	0	1	0	0	1	0	0	0	0	4
scig1.0060992	885	280	356	263	329	283	202	198	213	219	211	198	208	296	309
scig1.0010639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0041922	25	7	22	8	8	24	4	7	5	11	19	69	29	48	72
scig1.0054172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0013297	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
scig1.0006606	10	2	7	0	4	7	2	0	4	6	3	13	17	3	10
scig1.0062913	2489	1180	1821	1307	1345	1885	449	1401	1150	977	514	955	872	731	1413
scig1.0015323	895	316	411	260	452	377	330	286	473	496	645	476	522	722	499
scig1.0008425	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
scig1.0051669	7	4	1	0	5	1	1	2	1	0	2	0	0	0	3
scig1.0004385	597	186	240	98	155	86	176	61	358	207	151	191	105	194	107
scig1.0010865	401	377	205	307	644	463	252	282	335	259	425	378	561	821	213
scig1.0075063	1	0	0	0	0	0	0	2	1	3	2	0	1	0	0
scig1.0049100	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
scig1.0007973	666	180	223	128	306	250	93	153	176	152	172	158	172	224	139
scig1.0009101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0012662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0070109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0021631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0070763	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0
scig1.0000001	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0005779	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057796	4443	1390	1470	922	1783	2158	949	1179	1562	1325	1617	1584	1691	1944	801
scig1.0049255	14	6	5	3	2	11	5	5	1	6	3	4	5	6	6
scig1.0065133	583	236	270	173	387	321	243	229	338	325	491	368	358	558	347
scig1.0017396	257	213	141	301	710	619	652	485	1112	1283	2014	1982	1499	1938	1759
scig1.0036601	0	0	0	0	0	0	3	0	3	0	2	2	0	0	1
scig1.0082110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0061399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0072284	17	5	15	6	11	24	11	15	10	10	13	3	6	16	10
scig1.0004125	52	43	12	43	209	134	88	116	122	123	140	126	94	163	241
scig1.0026169	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0063013	242	112	144	154	287	184	282	205	274	283	450	378	332	542	126
scig1.0026735	2	2	2	1	2	2	1	1	4	2	1	3	0	1	6
scig1.0021914	405	144	277	121	225	138	224	149	190	265	285	232	211	260	397
scig1.0008823	45	3	83	16	31	33	17	11	30	26	52	36	22	29	89
scig1.0027048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0006637	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
scig1.0058068	57	33	26	29	109	90	48	83	92	80	106	107	65	72	169
scig1.0061116	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0081462	10	6	7	1	10	5	1	7	3	6	11	7	5	4	11
scig1.0013286	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12
scig1.0014157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0036161	2	0	0	0	0	0	0	0	0	2	1	0	1	0	0
scig1.0040300	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0054009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0067965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0032531	2286	1493	1066	1121	2346	1925	1661	1344	1608	2009	1882	2047	1731	2624	672
scig1.0005783	2	1	0	0	3	5	3	0	0	1	2	1	4	0	0
scig1.0038460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0004796	1	1	0	0	0	3	0	0	1	2	9	4	2	1	0
scig1.0039649	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0
scig1.0016380	1	0	1	0	1	1	0	0	3	2	0	2	0	0	0
scig1.0045243	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
scig1.0013580	9	1	1	0	2	5	4	1	18	14	0	3	11	17	19
scig1.0062121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0001519	2222	763	1001	663	971	975	561	577	784	686	848	806	683	947	407
scig1.0059706	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0001786	1070	1162	448	654	1353	812	1741	2049	4525	5206	5163	9883	9449	13960	1223
scig1.0025563	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0006719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
scig1.0028406	204	148	162	175	297	226	138	153	147	129	352	255	262	378	94
scig1.0054438	2	0	2	1	1	4	1	0	5	0	1	0	2	0	0
scig1.0068627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0021696	779	372	386	283	459	359	316	301	354	439	538	445	419	648	393
scig1.0059670	0	0	1	0	6	0	0	2	4	0	5	0	3	1	1
scig1.0069125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0003514	0	1	1	0	0	0	0	0	1	2	0	1	1	0	0
scig1.9000146	0	0	0	2	0	1	0	2	0	0	0	1	1	0	0
scig1.9000951	0	2	0	2	3	6	0	0	1	1	1	2	5	2	0
scig1.0052703	0	0	7	0	0	0	0	0	0	0	0	0	0	0	33
scig1.0062794	2323	667	1425	628	1836	1526	866	1447	628	727	828	840	704	876	1172
scig1.0052908	0	0	2	0	0	0	1	0	3	1	3	2	0	1	0
scig1.0015531	56	23	37	37	73	53	31	77	50	253	16	14	10	33	143
scig1.0007857	3	0	2	0	4	1	0	2	1	4	3	0	1	3	0
scig1.0059527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047334	2282	671	847	494	1767	1610	1231	994	1092	1191	1537	1283	1207	1447	2619
scig1.0002114	0	1	12	6	1	7	2	0	0	0	0	3	0	0	0
scig1.0038524	177	175	94	134	138	95	30	51	23	17	18	20	26	29	9
scig1.0033052	2297	716	850	470	1468	1251	1111	905	1352	1130	2092	2000	2018	2324	1314
scig1.0046060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
scig1.0016276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0028465	0	0	1	1	3	0	0	0	0	0	0	0	1	0	1
scig1.0040049	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
scig1.0006762	0	0	1	0	1	2	0	2	0	0	0	0	0	0	1
scig1.0035582	58	42	21	9	5	12	2	0	5	4	1	3	0	0	5
scig1.0007627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0024428	14	8	3	3	14	19	13	20	12	27	23	17	15	26	8
scig1.0067649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0045459	1313	479	343	210	234	215	151	134	361	259	217	223	327	441	131
scig1.0024951	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0
scig1.0032683	5	4	1	1	4	6	5	3	4	1	6	5	3	3	20
scig1.0074834	4	3	4	1	4	4	0	4	1	6	2	0	0	0	4
scig1.0060938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0061436	3	1	4	0	1	5	0	0	5	7	0	8	3	5	4
scig1.0013537	1812	621	834	385	741	818	283	340	514	398	504	535	694	1002	206
scig1.9000129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0033515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0023511	164	75	53	35	102	85	70	74	73	86	110	126	54	87	124
scig1.9000609	1	0	0	0	1	0	0	0	1	0	4	8	2	4	19
scig1.0078452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010400	67172	16447	31184	13914	23331	25617	21795	19600	29371	33173	35480	51782	34762	38232	26847
scig1.0004455	0	0	0	1	0	3	0	1	3	1	0	1	0	1	1
scig1.0047185	11	24	1	4	23	14	14	15	18	5	7	3	29	31	0
scig1.0029763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0029313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0057213	2	0	0	0	0	1	0	0	1	0	2	1	1	0	1
scig1.0077529	0	0	1	0	0	1	1	0	1	0	8	1	4	13	0
scig1.0066296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036017	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
scig1.0006770	3	0	0	0	0	0	0	0	0	0	0	3	1	2	0
scig1.0000930	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
scig1.0039442	1311	374	463	258	268	373	287	242	219	297	191	189	153	142	243
scig1.0058205	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
scig1.0006102	87	41	71	53	73	64	55	43	69	73	84	103	100	149	117
scig1.0071948	1412	424	623	245	525	499	415	347	411	426	640	522	425	717	756
scig1.0018285	554	234	328	207	411	385	396	269	550	606	576	619	680	875	735
scig1.0038981	34	14	10	10	4	2	2	1	11	12	2	6	1	8	6
scig1.0037619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0022279	460	130	333	184	191	261	236	125	314	343	332	403	457	683	304
scig1.0047063	166	85	80	59	165	146	169	150	239	251	275	276	238	200	64
scig1.0050073	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0080851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0080192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0008927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0004203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0014612	4	0	0	0	0	0	0	0	0	0	0	0	0	0	8
scig1.0006784	427	165	303	161	260	210	146	214	182	166	204	143	207	305	289
scig1.0037857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049286	278	184	164	136	387	305	197	218	196	254	197	203	154	236	145
scig1.0052293	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
scig1.0047197	166	54	98	48	58	63	62	35	59	70	64	79	48	86	75
scig1.0004004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042317	427	131	195	136	356	340	212	224	258	303	316	369	256	293	151
scig1.0010438	2	0	4	0	4	5	2	9	2	1	0	1	1	1	2
scig1.0038250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0040544	1	0	2	1	0	0	1	0	0	5	0	0	6	0	8
scig1.0073704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017350	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0
scig1.0047828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0063402	8	1	11	2	0	2	5	5	3	3	6	3	5	9	6
scig1.0075923	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
scig1.0025180	89	33	42	36	63	60	47	29	96	70	94	61	67	66	120
scig1.0034961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0006810	83	29	61	28	56	33	32	31	29	22	35	29	18	29	31
scig1.0031436	113	41	61	25	103	59	36	23	97	46	93	82	99	147	49
scig1.0028145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059745	108	37	47	30	102	84	35	38	30	48	55	69	65	61	31
scig1.0016865	2	0	0	0	0	2	1	0	0	0	0	0	0	0	16
scig1.0024830	1566	543	645	478	1135	881	667	532	674	685	905	846	742	1038	570
scig1.0026761	19	1	0	0	2	0	0	0	25	0	0	0	0	0	48
scig1.0008728	156	23	54	37	125	120	61	69	127	88	116	129	154	172	77
scig1.0080511	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
scig1.0037347	6144	1798	2692	1189	2679	2737	1913	1706	2062	2025	2315	2379	2277	2376	1306
scig1.0002137	3	1	5	2	4	4	2	1	3	1	6	1	4	2	1
scig1.0018848	936	350	380	242	572	620	355	360	517	448	682	536	652	792	510
scig1.0043463	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0
scig1.0057783	45	14	16	8	18	25	13	28	12	15	27	21	10	17	9
scig1.0064968	60	48	8	22	533	398	36	326	199	113	316	365	238	306	484
scig1.0011551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020352	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0065647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0062254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0023922	4	0	0	1	0	0	0	1	1	0	2	1	3	0	0
scig1.0029329	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050002	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
scig1.0018496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0043638	2927	1054	1277	676	758	591	639	521	933	882	737	562	636	1020	1352
scig1.0024778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0022642	31	25	23	19	19	30	57	24	154	71	135	138	112	262	193
scig1.0006845	12	17	9	40	208	154	48	215	92	38	61	133	32	11	183
scig1.0068874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0038473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019875	88	25	47	14	63	45	39	20	64	67	63	43	43	23	70
scig1.0056926	355	154	247	152	184	143	118	91	211	147	117	152	238	368	176
scig1.0029968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0037364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0007044	30	9	11	5	27	12	13	25	17	25	43	58	41	20	60
scig1.0051791	401	126	161	95	160	150	154	156	117	219	196	183	161	237	152
scig1.0015341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0001476	5	0	3	0	2	0	18	5	2	15	3	3	2	10	5
scig1.0002089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039772	516	154	260	141	346	293	186	212	223	220	240	216	224	400	174
scig1.0027452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
scig1.0003967	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
scig1.0008404	967	235	549	240	191	197	132	414	296	226	187	139	126	219	507
scig1.0013684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0008736	1050	271	523	206	555	540	365	381	346	393	548	528	512	526	286
scig1.0013280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020232	1	0	0	0	4	0	0	0	0	0	1	0	0	1	0
scig1.0037944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059111	380	127	206	92	229	222	113	148	261	200	201	160	204	224	232
scig1.0065159	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1
scig1.0015240	1	0	0	4	5	0	1	7	0	0	0	0	0	0	13
scig1.0068806	144	135	70	104	211	459	293	286	241	355	351	412	182	231	55
scig1.0006961	127	37	29	6	10	23	3	9	3	5	7	4	9	12	8
scig1.0006174	965	401	472	345	755	686	620	630	801	727	711	806	713	1051	416
scig1.0017484	371	159	172	144	270	187	139	171	201	189	174	260	307	334	184
scig1.0064022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0082071	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
scig1.0057803	73	23	48	15	71	41	27	17	24	21	38	28	29	25	51
scig1.0045350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0081297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0033978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0014352	916	549	390	468	1555	1390	1365	1668	1735	1998	1844	1707	1374	2792	598
scig1.0018425	7	3	4	0	0	0	2	0	3	7	5	1	0	3	3
scig1.0014396	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0014789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0033018	0	0	1	0	0	0	0	0	1	2	1	1	0	4	6
scig1.0053093	7	0	3	0	0	1	0	6	0	0	2	0	1	0	0
scig1.0005611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
scig1.0043005	278	68	99	46	62	59	60	32	70	72	110	95	82	91	60
scig1.0005284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0048933	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
scig1.0003953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0003277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0020932	830	107	349	123	157	236	99	100	137	139	240	227	149	231	325
scig1.0005080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015577	33	43	14	21	83	89	113	97	83	148	107	134	170	158	5
scig1.0004932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0063714	19	8	5	11	23	23	6	13	10	21	6	1	2	36	6
scig1.0018122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0021248	265	86	86	80	320	209	91	189	129	104	143	115	140	152	278
scig1.0079486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0000851	5	1	0	1	5	0	5	0	2	1	3	7	2	7	9
scig1.0006484	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0
scig1.0012102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
scig1.0025020	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0
scig1.0017406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0003925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0051767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0011424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0050271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017964	118	77	45	52	140	100	101	95	118	155	164	95	110	123	175
scig1.0031251	1	1	0	0	0	0	0	0	0	2	0	0	3	1	3
scig1.0007006	715	405	443	444	782	786	703	570	754	820	898	882	973	1228	532
scig1.0045861	6	1	2	0	5	0	0	0	0	1	0	1	0	0	6
scig1.0013457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0052914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0026534	10	7	13	3	9	1	15	2	0	6	5	2	0	1	9
scig1.0031816	2368	1104	385	195	188	436	70	104	27	29	6	15	5	7	103
scig1.0011955	4	8	4	2	12	12	4	9	11	8	12	8	4	16	19
scig1.0008145	238	145	144	174	464	317	154	225	316	258	388	337	239	303	743
scig1.0054151	0	0	1	0	0	0	0	0	1	3	0	0	1	2	0
scig1.0037651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0013188	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
scig1.0010620	0	0	1	0	0	0	3	0	5	8	7	10	0	2	0
scig1.0037799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0007648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
scig1.0007024	3	0	0	2	5	2	0	3	2	8	3	1	0	1	10
scig1.0061522	383	116	164	93	195	136	99	121	172	167	160	180	133	184	158
scig1.0010308	18	1	7	3	8	6	9	2	7	14	13	17	8	28	5
scig1.0079794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0007559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034973	78	58	56	47	132	55	106	94	61	113	126	123	71	110	140
scig1.0020534	74	100	84	151	542	226	702	355	297	586	791	704	836	1091	338
scig1.0033362	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0074711	469	321	215	275	584	659	266	362	593	409	593	560	719	972	124
scig1.0007062	717	223	253	144	351	317	188	173	327	245	308	255	321	377	313
scig1.0030527	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0017923	5	5	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0064370	66	30	27	46	34	25	26	26	40	39	43	26	32	33	63
scig1.0015268	160	97	65	85	197	268	232	159	510	411	423	384	733	914	215
scig1.0013008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075986	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3
scig1.0040357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0038001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0000214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0008807	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
scig1.0030401	83	40	55	64	92	71	89	54	56	92	93	86	58	66	225
scig1.0069269	0	2	0	1	6	4	7	1	1	8	2	5	5	5	4
scig1.0056588	1236	584	679	477	593	488	299	320	679	484	425	431	643	972	210
scig1.0007704	164	56	67	38	122	100	77	79	55	56	83	83	70	87	96
scig1.0041901	68	21	33	26	15	22	34	19	21	45	56	35	22	33	41
scig1.0073340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0011121	419	707	190	432	905	1325	777	694	1443	1265	900	1080	2119	2663	89
scig1.0022557	9	1	5	1	3	4	2	1	4	0	1	5	1	0	4
scig1.0020475	3	5	1	2	4	1	2	2	4	3	2	1	6	3	0
scig1.0000960	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
scig1.0019905	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
scig1.0040164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0078794	0	0	6	0	0	0	0	0	0	0	0	0	0	0	33
scig1.0028210	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
scig1.0005281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059210	3	0	0	0	0	3	0	0	0	0	0	0	0	0	1
scig1.0033381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0058268	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0
scig1.0075601	1815	1045	981	907	1692	1810	1937	1285	3301	3126	3918	3655	3423	4900	2826
scig1.0060514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039580	1094	484	565	514	570	562	467	414	742	523	834	817	724	1317	501
scig1.0003209	2	7	0	2	1	2	5	0	2	3	8	0	4	4	7
scig1.0012142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0033541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
scig1.0027976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0077273	0	3	1	0	2	3	1	1	1	0	2	4	4	8	2
scig1.0036068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0014904	1	0	0	0	0	0	0	1	1	1	1	2	1	0	3
scig1.0065127	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
scig1.0038846	10	1	2	2	8	3	2	5	3	1	1	0	2	2	3
scig1.0026899	336	133	183	87	184	185	129	101	166	164	190	180	159	210	151
scig1.0070965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044870	37	9	33	32	38	39	29	10	30	40	36	53	33	48	60
scig1.0033605	49	15	38	18	45	61	66	31	40	65	47	61	36	61	103
scig1.0032086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0044666	7	4	4	1	5	14	1	7	2	0	9	7	8	1	2
scig1.0065234	1	2	1	1	7	1	1	4	0	4	6	1	8	7	3
scig1.0027029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0035031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0028596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0026336	15	0	1	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0025814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0007175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0001758	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
scig1.0054893	12	0	0	0	1	0	4	0	2	1	5	1	3	0	0
scig1.0029552	1	0	1	0	1	0	1	0	0	1	1	0	4	1	14
scig1.0001577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017799	7	1	3	6	5	3	2	0	4	5	1	0	6	4	0
scig1.0061021	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0019486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0032879	299	160	69	125	301	258	116	118	114	121	175	171	168	192	64
scig1.0005222	8	0	1	3	11	8	1	11	2	5	3	1	8	5	5
scig1.0065429	2	0	0	1	3	6	0	2	1	1	2	2	0	4	1
scig1.0030159	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0
scig1.0031263	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
scig1.0030282	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
scig1.0054481	0	1	1	0	2	0	0	0	0	0	0	0	0	0	2
scig1.0046417	21	17	22	27	23	43	39	25	37	62	63	44	42	78	65
scig1.0007205	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
