 GW30948_IN	GW30948_OS	GW30948_OUT	GW30951_IN	GW30951_OS	GW30951_OUT	GW30956_IN	GW30956_OS	GW30956_OUT	GW30957_IN	GW30957_OS	GW30957_OUT	GW30959_IN	GW30959_OS	GW30959_OUT
scig1.0075105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0058024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0031051	271	84	97	265	137	455	264	148	334	203	127	200	143	91	165
scig1.0046066	4	7	0	6	22	10	0	9	1	9	13	0	4	6	3
scig1.0078676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0059469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075116	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0
scig1.0075120	4	0	2	7	0	4	4	1	8	1	0	2	1	1	1
scig1.0061747	85	33	17	133	67	304	71	75	106	121	34	114	103	43	85
scig1.0075125	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0
scig1.0075170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0018299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0004457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0079138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0034468	698	150	99	444	222	741	337	230	377	324	184	347	276	136	235
scig1.0078344	3	16	3	4	4	10	5	4	1	4	5	1	5	2	3
scig1.0061447	25	30	5	68	28	113	48	48	70	39	21	29	24	12	16
scig1.0075172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0071190	132	14	114	380	38	571	127	40	205	148	14	294	112	46	95
scig1.0067030	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0075223	99	7	49	172	44	376	62	20	97	210	15	239	107	44	66
scig1.0075251	1	1	0	0	1	1	1	2	0	1	1	0	0	0	0
scig1.0056782	118	128	65	335	187	817	199	205	314	255	171	240	179	140	100
scig1.0075259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075334	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
scig1.0075335	235	14	70	415	59	885	93	56	67	174	25	169	145	57	132
scig1.0017653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075363	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
scig1.0075375	0	0	0	25	19	62	4	0	1	127	0	16	48	29	23
scig1.0056729	1	4	1	2	6	2	2	15	3	1	6	5	2	0	0
scig1.0075392	294	42	80	235	146	429	231	126	222	321	85	261	228	118	178
scig1.0081473	25	24	6	45	35	72	37	32	55	54	38	34	35	26	30
scig1.0075423	511	71	276	644	111	1108	374	129	624	359	36	445	312	108	199
scig1.0075444	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
scig1.0027072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0060255	5	2	2	9	4	9	6	3	7	5	0	2	2	4	2
scig1.0007151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075463	14	9	8	28	26	44	23	23	36	18	7	24	15	12	15
scig1.0014016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0081896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0025837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075527	0	1	0	7	3	2	1	2	1	1	0	0	3	0	0
scig1.0063046	2	1	0	5	3	4	1	1	5	2	0	5	1	1	1
scig1.0056002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075553	62	9	67	199	33	468	48	20	117	127	12	203	68	28	97
scig1.0075558	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0050355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075565	3	9	0	1	0	3	0	0	0	2	4	2	0	0	2
scig1.0063197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0080657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075611	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1
scig1.0072539	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
scig1.0075617	0	0	0	1	0	0	0	1	0	2	1	0	2	0	0
scig1.0075619	19	2	12	64	4	110	12	6	31	25	6	23	18	5	12
scig1.0059648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075631	94	55	28	117	81	210	86	80	116	110	86	84	69	54	45
scig1.0001280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075649	94	89	40	289	102	429	114	104	135	128	111	135	89	48	70
scig1.0060709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075652	0	0	0	26	31	63	2	0	5	114	0	64	46	31	16
scig1.0075659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0039674	0	0	0	1	3	8	0	0	0	8	0	2	4	5	0
scig1.0081143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0063450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0060071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075692	3	0	3	8	2	5	4	5	3	5	5	6	4	7	0
scig1.0075708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0036247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0017791	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
scig1.0075726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0035174	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1
scig1.0075727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075737	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
scig1.0001861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075745	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
scig1.9001814	11	2	3	13	2	24	17	6	17	2	1	2	5	3	6
scig1.0075772	12	5	4	79	29	112	25	40	36	7	4	18	33	21	18
scig1.0075781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075298	6	23	3	32	18	40	17	15	34	10	30	12	9	5	11
scig1.0048419	1	0	0	0	0	4	0	0	0	0	0	2	0	0	0
scig1.0075802	38	20	28	245	56	512	98	63	283	100	38	165	92	49	87
scig1.0064957	37	3	15	92	25	159	62	30	91	50	9	35	39	23	40
scig1.0075822	271	214	115	294	170	473	119	163	195	224	262	380	161	99	242
scig1.0074088	83	3	26	18	8	29	2	1	5	23	2	13	21	5	9
scig1.0075852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015894	144	51	62	388	72	604	224	94	308	157	37	173	121	57	130
scig1.0013805	10	2	12	156	3	219	47	5	107	22	6	30	14	4	8
scig1.0075858	140	77	32	65	61	220	12	29	34	247	55	432	97	49	58
scig1.0062826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0056426	12	2	7	34	12	39	19	11	25	22	4	25	17	8	15
scig1.0072452	0	1	2	13	3	10	4	2	0	0	0	2	4	0	0
scig1.0075863	6	4	0	4	1	5	2	1	12	1	2	5	1	3	5
scig1.0075879	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1
scig1.0075881	0	1	0	1	0	0	2	0	0	1	0	0	0	1	0
scig1.0078382	401	35	31	321	70	527	233	68	242	229	31	166	178	62	146
scig1.0030948	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0
scig1.0075886	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0016587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0082079	14	1	7	20	5	33	16	5	28	12	1	19	7	8	11
scig1.0075890	901	343	204	654	462	1282	691	628	803	566	308	439	429	257	337
scig1.0075894	28	14	9	42	28	104	29	22	39	29	23	50	32	17	39
scig1.0009899	7	30	34	27	45	87	16	147	30	9	64	68	34	61	40
scig1.0075900	4	65	6	101	120	115	52	88	105	21	139	21	23	25	17
scig1.0075904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076326	11	11	10	20	9	35	13	9	15	13	14	28	17	13	13
scig1.0075911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0025913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0075921	8	2	17	35	1	35	11	6	21	24	7	20	17	6	9
scig1.0029795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0032756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0010530	7	9	2	13	1	14	12	4	7	4	6	3	5	3	1
scig1.0075946	2	0	0	1	1	3	1	0	0	0	0	3	0	0	1
scig1.0000449	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0075952	1	1	1	2	3	7	2	3	2	1	1	1	0	0	1
scig1.0075980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0027582	357	94	124	355	239	607	295	211	362	357	142	327	209	160	238
scig1.0069163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075997	2	3	1	4	2	4	4	3	6	5	4	4	1	0	4
scig1.0060976	685	156	313	422	224	849	447	306	692	421	159	637	403	184	353
scig1.0076001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0015494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0058810	1	2	0	5	1	1	2	0	0	0	1	1	2	0	1
scig1.0076053	2	0	0	2	2	2	0	0	1	1	0	3	0	1	1
scig1.0076054	1	0	0	3	2	0	3	2	2	1	1	1	0	0	0
scig1.0061871	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0
scig1.0070302	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0052879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076091	0	2	1	0	0	0	0	0	0	1	3	0	0	1	0
scig1.0011227	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
scig1.0076102	159	82	81	286	154	502	217	175	287	175	126	194	152	67	138
scig1.0070099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076107	0	0	0	7	8	28	3	12	8	1	1	5	6	6	5
scig1.0050043	0	0	0	12	1	18	5	0	25	2	0	2	1	1	2
scig1.0072589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076131	4	3	1	6	1	3	3	4	1	2	1	5	2	1	2
scig1.0058243	0	3	0	0	1	0	1	1	0	1	1	4	2	0	0
scig1.0025872	103	35	14	62	64	96	51	45	88	36	35	55	34	23	30
scig1.0076159	0	0	0	1	1	6	0	0	0	9	7	4	2	3	2
scig1.0066347	128	39	81	71	79	139	95	68	100	83	28	110	90	32	41
scig1.0076177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0027001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.9001251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0007250	0	1	2	2	4	3	0	5	2	2	3	8	4	1	2
scig1.0027333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076224	0	0	0	16	6	35	4	0	5	44	0	13	21	13	7
scig1.0063091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076231	116	60	52	204	83	357	143	98	193	103	77	70	90	40	70
scig1.9000922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0042900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076256	0	0	0	9	0	41	8	0	20	5	0	7	7	2	0
scig1.0076304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0028713	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0028311	1	12	2	16	7	17	10	7	15	7	9	29	5	4	2
scig1.0076307	5	5	2	21	6	45	3	15	16	9	12	17	3	13	8
scig1.0071864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076315	0	0	0	1	2	0	0	0	0	2	0	1	0	0	1
scig1.0032425	0	0	0	10	13	42	0	1	1	55	12	63	31	15	14
scig1.0076335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0029194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0055863	0	0	1	4	1	3	3	0	0	0	1	0	2	0	1
scig1.0076342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0040699	2099	433	285	1374	850	2200	1602	719	1576	1453	615	1158	1066	485	971
scig1.0056271	167	101	49	169	280	325	193	238	207	182	394	142	176	119	322
scig1.0076346	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0076347	23	2	12	152	16	339	54	10	103	48	3	52	26	13	20
scig1.0054219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016657	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
scig1.0076359	18	71	10	23	48	43	18	86	26	19	97	32	27	22	20
scig1.0076392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0038375	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
scig1.0076394	2	4	1	6	6	11	6	8	1	0	4	0	1	3	1
scig1.0076412	9	8	18	22	8	47	13	8	25	28	5	44	8	8	16
scig1.0035655	452	91	95	264	163	506	215	143	240	356	94	290	212	108	180
scig1.0019754	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0076413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0046794	0	0	1	1	0	0	0	1	0	0	0	0	2	1	0
scig1.0047120	20	22	7	60	28	112	53	23	58	21	24	22	21	15	13
scig1.0076430	0	0	0	1	2	0	0	0	1	1	1	1	0	0	0
scig1.0051758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0080391	1	1	1	2	1	0	0	1	2	0	4	0	0	0	1
scig1.0011653	0	0	1	1	2	0	0	0	0	2	0	2	1	0	0
scig1.0076460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0004146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0012099	9	22	8	17	22	16	17	14	27	19	56	44	18	41	22
scig1.0058723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076475	0	0	0	1	0	3	2	1	1	0	0	0	0	0	1
scig1.0032700	3	9	0	6	3	8	0	2	0	2	7	7	5	0	0
scig1.0076476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0007993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076477	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0076478	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0
scig1.0076489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0016845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076501	0	0	0	3	1	6	2	0	4	0	0	2	2	1	3
scig1.0076507	0	0	0	1	3	17	0	0	0	13	0	13	6	3	4
scig1.0079319	0	1	0	1	2	0	0	1	1	0	0	5	0	0	0
scig1.0008470	2	15	2	42	8	79	16	21	33	6	10	14	6	5	9
scig1.0076518	214	59	56	380	127	814	101	76	144	410	43	411	199	117	247
scig1.9000073	0	1	1	3	6	8	4	4	8	3	0	2	1	0	0
scig1.0076520	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
scig1.0049002	1	3	0	3	1	2	0	1	0	1	1	0	0	0	1
scig1.0076538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0062099	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0005251	113	5	16	15	10	37	4	10	10	26	2	23	19	14	13
scig1.0018144	7	4	1	4	5	15	5	8	5	8	4	3	10	3	3
scig1.0076546	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0
scig1.0025805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076550	50	39	23	126	57	212	65	62	84	55	41	88	43	34	38
scig1.0020230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0026909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076562	0	0	0	0	1	6	0	0	0	4	0	3	2	0	0
scig1.0036174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076579	0	1	3	11	0	0	3	3	7	3	3	0	3	0	0
scig1.0045068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0081636	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
scig1.0076580	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
scig1.0054677	4	3	1	3	4	3	0	0	0	6	2	3	1	0	4
scig1.0076609	0	1	0	6	1	9	1	1	3	3	0	0	2	0	4
scig1.0076626	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
scig1.0058554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0001122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075739	54	42	48	119	72	240	46	83	88	53	43	87	48	50	34
scig1.0076665	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0023314	2	0	1	2	1	0	1	0	0	0	0	0	0	0	0
scig1.0076669	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
scig1.0038916	230	292	93	917	365	1692	846	361	1261	346	302	340	292	213	193
scig1.0076698	10	1	7	16	4	25	18	10	15	11	2	8	14	4	5
scig1.0076709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0069946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0079808	2	3	1	10	2	5	1	0	1	5	3	5	3	1	2
scig1.0076713	0	0	1	0	2	0	0	1	0	0	2	0	0	0	0
scig1.0069610	71	24	25	83	12	205	71	29	110	68	13	69	53	25	36
scig1.0076737	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049365	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
scig1.0064655	403	295	185	834	632	1325	579	638	764	458	1079	694	431	333	546
scig1.0076741	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
scig1.0076743	3	2	0	6	4	10	8	2	5	2	0	2	1	1	0
scig1.0041154	59	87	36	301	144	624	142	188	220	149	101	159	105	84	89
scig1.0076752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0065982	1	3	0	4	0	13	0	0	0	3	3	8	0	0	4
scig1.0076822	21	10	16	27	23	48	16	23	26	32	21	48	28	23	27
scig1.0047093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076831	0	0	0	1	0	1	1	0	0	3	3	0	0	0	1
scig1.0034656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0006997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076834	1	54	1	8	73	39	3	51	0	36	27	13	14	13	13
scig1.0076835	22	68	8	12	6	22	7	31	9	5	6	10	8	1	2
scig1.0076843	105	109	48	381	156	950	179	175	333	205	204	223	163	96	142
scig1.0076844	14	8	2	7	6	15	3	0	1	16	1	35	9	5	6
scig1.0064669	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
scig1.0064150	3	0	0	12	1	25	1	0	3	3	0	4	1	1	1
scig1.0076849	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0
scig1.0000269	5	2	1	17	6	13	9	6	9	10	21	3	4	7	2
scig1.0076862	225	26	34	68	12	101	46	17	59	45	4	39	37	20	30
scig1.0076876	1	1	0	1	3	0	4	1	1	1	1	1	1	0	0
scig1.0076899	6	11	2	18	18	26	14	16	27	8	18	4	4	5	9
scig1.0076902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0069572	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
scig1.0076919	62	42	42	152	48	255	97	64	192	90	48	120	96	31	51
scig1.0076920	165	164	136	429	268	792	258	255	347	302	277	349	175	152	195
scig1.0076955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0047839	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
scig1.0000302	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
scig1.0076956	62	26	18	128	39	260	88	27	109	57	54	68	58	24	59
scig1.0076959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076976	1	1	2	1	0	3	1	1	1	1	1	0	0	2	0
scig1.0076985	0	0	0	2	0	1	0	1	3	0	0	1	0	0	0
scig1.0065620	23	3	7	52	3	70	11	8	23	11	3	22	19	6	14
scig1.0073101	8	10	7	15	3	15	10	7	15	7	5	6	11	3	7
scig1.0076987	4	3	5	22	15	20	12	11	11	6	7	29	10	7	5
scig1.0077003	18	1	9	57	4	92	44	11	46	21	4	29	14	3	25
scig1.0077091	16	16	6	86	48	163	67	52	80	53	49	38	32	27	33
scig1.0077113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0077134	35	1	11	6	2	7	2	3	6	9	1	9	8	2	2
scig1.0079847	0	2	0	0	5	0	4	16	1	0	1	0	0	3	1
scig1.0077186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0077021	0	0	0	1	1	0	0	0	0	4	0	2	2	0	1
scig1.0077189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0019747	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0077207	0	0	0	23	2	24	11	1	10	5	0	8	3	3	2
scig1.0046304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0077210	337	104	57	289	207	512	273	198	294	247	119	218	208	120	164
scig1.0062723	0	0	0	0	1	2	3	1	0	0	0	0	0	0	0
scig1.0047016	2	0	0	2	5	2	1	0	3	0	0	0	0	0	0
scig1.0077212	1951	486	225	1756	584	3883	1195	598	1050	1266	440	1403	1179	595	670
scig1.0049954	335	87	171	465	270	718	357	262	620	304	108	478	254	133	220
scig1.0057001	0	0	0	1	0	0	1	0	3	1	0	4	0	0	0
scig1.0077230	57	57	44	217	117	314	94	119	136	129	107	146	119	113	77
scig1.0035100	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0
scig1.0077231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0076035	199	291	84	554	352	1096	346	384	394	257	307	282	246	177	187
scig1.9000767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0075436	0	0	0	2	2	7	0	0	0	9	0	2	5	1	4
scig1.0077241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0009749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0077258	0	0	0	0	0	1	3	0	0	1	0	1	1	0	0
scig1.0006871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0081504	7	4	2	15	8	28	8	12	11	1	5	2	6	3	4
scig1.0072943	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0081458	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
scig1.0010889	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0039038	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0070652	32	4	8	55	8	65	39	5	55	12	5	27	11	1	17
scig1.0077275	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
scig1.0077278	46	65	33	110	85	205	93	86	98	76	61	70	73	50	42
scig1.0077298	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0
scig1.0043120	836	83	628	794	126	1910	137	74	150	434	42	402	289	138	139
scig1.0077303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0072374	1	0	1	3	0	4	2	0	2	0	0	1	0	0	1
scig1.0077305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0031796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0001268	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
scig1.0015131	1	2	0	4	2	14	1	2	4	3	2	6	2	2	5
scig1.0077307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0077311	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
scig1.0014534	5	7	3	46	12	36	24	21	26	8	26	10	22	9	16
scig1.0077337	1172	124	224	460	113	954	356	144	479	385	46	395	345	139	301
scig1.0077362	0	0	3	3	2	4	20	59	10	6	0	2	31	5	45
scig1.0077378	8	5	3	11	17	41	13	14	12	12	9	5	13	10	9
scig1.0077414	2001	400	1523	1674	981	3212	1523	1171	2627	1931	466	3890	1306	611	1186
scig1.0037858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0077425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0005676	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
scig1.0077430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0077437	2	2	0	1	0	5	0	0	2	2	0	0	1	0	0
scig1.0001697	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
scig1.0077451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0077459	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
scig1.0077460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0077467	40	17	15	50	37	93	37	36	38	39	27	33	32	16	35
scig1.0075466	4	2	0	1	2	3	3	1	7	0	2	4	4	0	1
scig1.0077480	52	54	25	98	41	235	74	71	94	39	76	44	37	30	47
scig1.0039907	4	17	3	21	27	18	6	22	11	6	10	6	5	3	5
scig1.0066008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0077507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0049915	113	28	50	86	58	203	61	54	89	93	38	120	69	43	100
scig1.0054066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0077511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0077526	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
scig1.0077538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0040411	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
scig1.0077549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scig1.0077567	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
scig1.0077594	11	39	7	45	50	60	40	79	67	20	62	28	30	25	18
scig1.0046086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
